Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Description,Risk target
35,male,0,own,little,moderate,1549,9,car,"5. The applicant is a 35-year-old male with little savings and a moderate checking account balance. He is seeking a loan of $1,549 for a term of 9 months to purchase a car. His lower employment level and homeownership status should be considered in the credit assessment.",Moderate risk
54,male,2,free,little,moderate,1597,24,education,"1. This applicant is a 54-year-old male with a moderate job level and limited savings. He is seeking a 24-month loan of $1,597 for educational purposes. While his housing is provided free of cost, his checking account balance is moderate, indicating a stable financial situation.",Good risk
48,female,1,rent,little,moderate,1795,18,radio/TV,"2. The applicant is a 48-year-old female with a low job level and little savings. She is requesting an 18-month loan of $1,795 for the purchase of a radio or TV. Her rental housing and moderate checking account balance suggest a modest financial position.",Bad risk
24,female,2,own,little,little,4272,20,furniture/equipment,"3. This is a 24-year-old female homeowner with a moderate job level and limited savings and checking account balances. She is applying for a 20-month loan of $4,272 for furniture or equipment, which is a significant amount given her financial profile.",Bad risk
35,male,2,own,little,moderate,976,12,radio/TV,4. The applicant is a 35-year-old male homeowner with a moderate job level and limited savings. He is seeking a 12-month loan of $976 for the purchase of a radio or TV. His moderate checking account balance indicates a stable financial situation.,Good risk
24,female,0,rent,little,moderate,7472,12,car,"5. This is a 24-year-old female with no employment and little savings. Despite her challenging financial circumstances, she is applying for a substantial 12-month loan of $7,472 for the purchase of a car. Her moderate checking account balance is the only positive factor in her credit profile.",Bad risk
24,male,2,own,little,little,9271,36,car,"1. The credit applicant is a 24-year-old male with a job level of 2, owning a house. He has little savings and checking account balances. He is seeking a loan of $9,271 for a car, with a repayment period of 36 months.",Bad risk
26,male,1,own,little,moderate,590,6,radio/TV,"2. The credit applicant is a 26-year-old male with a job level of 1, owning a house. He has little savings but a moderate checking account balance. He is seeking a loan of $590 for a radio/TV, with a repayment period of 6 months.",Good risk
65,male,2,own,moderate,moderate,930,12,radio/TV,"3. The credit applicant is a 65-year-old male with a job level of 2, owning a house. He has moderate savings and checking account balances. He is seeking a loan of $930 for a radio/TV, with a repayment period of 12 months.",Good risk
55,male,3,free,little,moderate,9283,42,car,"4. The credit applicant is a 55-year-old male with a job level of 3, living in free housing. He has little savings but a moderate checking account balance. He is seeking a loan of $9,283 for a car, with a repayment period of 42 months.",Bad risk
26,female,0,rent,little,moderate,1778,15,car,"5. The credit applicant is a 26-year-old female with a job level of 0, renting a house. She has little savings but a moderate checking account balance. She is seeking a loan of $1,778 for a car, with a repayment period of 15 months.",Bad risk
26,male,2,own,little,moderate,907,8,business,"1. The applicant is a 26-year-old male with a moderate job level, who owns his housing. He has little savings but a moderate checking account balance. He is seeking a loan of $907 for 8 months to fund a business venture.",Good risk
28,male,1,own,little,moderate,484,6,radio/TV,"2. The applicant is a 28-year-old male with a low job level, who owns his housing. He has little savings but a moderate checking account balance. He is seeking a loan of $484 for 6 months to purchase a radio or TV.",Good risk
24,male,2,own,little,little,9629,36,car,"3. The applicant is a 24-year-old male with a moderate job level, who owns his housing. He has little savings and a little checking account balance. He is seeking a substantial loan of $9,629 for 36 months to purchase a car.",Bad risk
54,male,2,own,little,little,3051,48,domestic appliances,"4. The applicant is a 54-year-old male with a moderate job level, who owns his housing. He has little savings and a little checking account balance. He is seeking a loan of $3,051 for 48 months to purchase domestic appliances.",Bad risk
46,male,2,free,little,little,3931,48,car,"5. The applicant is a 46-year-old male with a moderate job level, who has free housing. He has little savings and a little checking account balance. He is seeking a loan of $3,931 for 48 months to purchase a car.",Bad risk
54,female,2,rent,little,moderate,7432,36,car,"1. The applicant is a 54-year-old female with a moderate income level and a stable housing situation, renting a property. She has limited savings but a moderate checking account balance. She is seeking a loan of $7,432 over 36 months for the purpose of purchasing a car.",Bad risk
62,male,2,own,quite rich,moderate,1338,6,domestic appliances,"2. The applicant is a 62-year-old male with a moderate income level and owns his own home. He has substantial savings and a moderate checking account balance. He is seeking a relatively small loan of $1,338 over 6 months for the purpose of purchasing domestic appliances.",Good risk
24,female,2,rent,little,moderate,1554,6,radio/TV,"3. The applicant is a 24-year-old female with a moderate income level and is renting a property. She has limited savings but a moderate checking account balance. She is seeking a loan of $1,554 over 6 months for the purpose of purchasing a radio or TV.",Good risk
43,male,3,own,little,little,15857,36,vacation/others,"4. The applicant is a 43-year-old male with a higher income level and owns his own home. He has limited savings and a small checking account balance. He is seeking a substantial loan of $15,857 over 36 months for the purpose of a vacation or other miscellaneous expenses.",Bad risk
26,male,2,own,little,little,1345,18,radio/TV,"5. The applicant is a 26-year-old male with a moderate income level and owns his own home. He has limited savings and a small checking account balance. He is seeking a loan of $1,345 over 18 months for the purpose of purchasing a radio or TV.",Good risk
27,male,2,own,little,moderate,1101,12,car,"1. The applicant is a 27-year-old male with a job level of 2, who owns a home. He has little savings and a moderate checking account balance. He is seeking a loan of 1101 for a car purchase, with a duration of 12 months.",Good risk
24,male,2,own,little,rich,3016,12,radio/TV,"2. The applicant is a 24-year-old male with a job level of 2, who owns a home. He has little savings but a rich checking account balance. He is seeking a loan of 3016 for a radio/TV purchase, with a duration of 12 months.",Good risk
41,male,2,own,little,little,2712,36,furniture/equipment,"3. The applicant is a 41-year-old male with a job level of 2, who owns a home. He has little savings and a little checking account balance. He is seeking a loan of 2712 for furniture/equipment, with a duration of 36 months.",Bad risk
47,male,1,own,little,little,731,8,car,"4. The applicant is a 47-year-old male with a job level of 1, who owns a home. He has little savings and a little checking account balance. He is seeking a loan of 731 for a car purchase, with a duration of 8 months.",Good risk
35,male,3,own,little,moderate,3780,18,furniture/equipment,"5. The applicant is a 35-year-old male with a job level of 3, who owns a home. He has little savings and a moderate checking account balance. He is seeking a loan of 3780 for furniture/equipment, with a duration of 18 months.",Good risk
30,male,2,own,little,little,1602,21,car,"1. A 30-year-old male applicant with a job level of 2, who owns a home, has little savings and checking account balances, is seeking a loan of $1,602 for a car purchase with a repayment period of 21 months.",Bad risk
33,female,2,rent,little,little,3966,18,car,"2. A 33-year-old female applicant with a job level of 2, who rents her housing, has little savings and checking account balances, is seeking a loan of $3,966 for a car purchase with a repayment period of 18 months.",Bad risk
36,male,2,own,little,moderate,4165,18,business,"3. A 36-year-old male applicant with a job level of 2, who owns a home, has little savings and moderate checking account balances, is seeking a loan of $4,165 for business purposes with a repayment period of 18 months.",Bad risk
47,male,2,free,little,little,8335,36,car,"4. A 47-year-old male applicant with a job level of 2, who has free housing, has little savings and checking account balances, is seeking a loan of $8,335 for a car purchase with a repayment period of 36 months.",Bad risk
38,male,2,free,little,moderate,6681,48,business,"5. A 38-year-old male applicant with a job level of 2, who has free housing, has little savings and moderate checking account balances, is seeking a loan of $6,681 for business purposes with a repayment period of 48 months.",Bad risk
44,male,2,own,quite rich,moderate,2375,24,business,"1. The applicant is a 44-year-old male with a steady job and a decent level of savings and checking account balances. He is seeking a business loan of $2,375 with a repayment period of 24 months. His financial situation appears to be stable, and the loan amount and duration seem reasonable for his purpose.",Good risk
23,female,2,rent,little,little,1216,18,car,"2. The applicant is a 23-year-old female with a steady job but limited savings and checking account balances. She is seeking a car loan of $1,216 with a repayment period of 18 months. While her financial situation is not particularly strong, the loan amount and duration are relatively modest, potentially making it manageable.",Good risk
29,male,2,rent,little,little,11816,45,business,"3. The applicant is a 29-year-old male with a steady job but limited savings and checking account balances. He is seeking a substantial business loan of $11,816 with a repayment period of 45 months. Given his financial situation, the loan amount and duration may be a significant burden, and further assessment of his ability to repay the loan would be advisable.",Bad risk
42,female,2,own,little,moderate,5084,24,radio/TV,"4. The applicant is a 42-year-old female with a steady job, moderate checking account balance, and limited savings. She is seeking a loan of $5,084 for a radio/TV purchase with a repayment period of 24 months. While the loan amount is relatively high for the stated purpose, her financial situation and the repayment duration may make it manageable.",Bad risk
25,female,1,own,little,rich,2327,15,radio/TV,"5. The applicant is a 25-year-old female with a lower job level but substantial checking account balance and home ownership. She is seeking a loan of $2,327 for a radio/TV purchase with a repayment period of 15 months. Despite her lower job level, her financial situation and the relatively modest loan amount and duration suggest a manageable repayment scenario.",Good risk
48,male,2,own,little,little,1082,12,car,"1. This credit application is from a 48-year-old male applicant with a moderate job level, who owns a home. He has limited savings and checking account balances. The applicant is seeking a 12-month loan of $1,082 to finance the purchase of a car.",Good risk
21,female,2,own,little,moderate,886,12,radio/TV,"2. This credit application is from a 21-year-old female applicant with a moderate job level, who owns a home. She has limited savings but a moderate checking account balance. The applicant is seeking a 12-month loan of $886 to purchase a radio or TV.",Good risk
23,female,1,rent,little,moderate,601,4,furniture/equipment,"3. This credit application is from a 23-year-old female applicant with an entry-level job, who rents her housing. She has limited savings but a moderate checking account balance. The applicant is seeking a 4-month loan of $601 to purchase furniture or equipment.",Good risk
63,male,2,own,little,little,2957,24,car,"4. This credit application is from a 63-year-old male applicant with a moderate job level, who owns a home. He has limited savings and checking account balances. The applicant is seeking a 24-month loan of $2,957 to finance the purchase of a car.",Bad risk
46,male,2,own,little,moderate,2611,24,radio/TV,"5. This credit application is from a 46-year-old male applicant with a moderate job level, who owns a home. He has limited savings but a moderate checking account balance. The applicant is seeking a 24-month loan of $2,611 to purchase a radio or TV.",Bad risk
29,male,2,own,little,little,5179,36,furniture/equipment,"1. The applicant is a 29-year-old male with a job level of 2, who owns a home. He has little savings and checking account balances. The credit amount requested is $5,179 for a term of 36 months, intended for furniture or equipment purchases.",Bad risk
28,male,1,own,little,moderate,2993,21,car,"2. The applicant is a 28-year-old male with a job level of 1, who owns a home. He has little savings and moderate checking account balances. The credit amount requested is $2,993 for a term of 21 months, intended for purchasing a car.",Good risk
23,female,2,own,little,moderate,1943,18,repairs,"3. The applicant is a 23-year-old female with a job level of 2, who owns a home. She has little savings and moderate checking account balances. The credit amount requested is $1,943 for a term of 18 months, intended for home repairs.",Good risk
50,male,2,own,little,moderate,1559,24,business,"4. The applicant is a 50-year-old male with a job level of 2, who owns a home. He has little savings and moderate checking account balances. The credit amount requested is $1,559 for a term of 24 months, intended for business purposes.",Good risk
47,male,2,own,little,moderate,3422,18,furniture/equipment,"5. The applicant is a 47-year-old male with a job level of 2, who owns a home. He has little savings and moderate checking account balances. The credit amount requested is $3,422 for a term of 18 months, intended for furniture or equipment purchases.",Good risk
35,male,2,own,little,moderate,3976,21,furniture/equipment,"1. The applicant is a 35-year-old male with a moderate income level, owning a home with little savings and a moderate checking account balance. He is seeking a loan of $3,976 for a term of 21 months to finance the purchase of furniture or equipment.",Good risk
68,male,2,rent,little,moderate,6761,18,car,"2. The applicant is a 68-year-old male with a moderate income level, renting a home with little savings and a moderate checking account balance. He is seeking a loan of $6,761 for a term of 18 months to finance the purchase of a car.",Bad risk
28,male,2,own,little,moderate,1249,24,car,"3. The applicant is a 28-year-old male with a moderate income level, owning a home with little savings and a moderate checking account balance. He is seeking a loan of $1,249 for a term of 24 months to finance the purchase of a car.",Good risk
59,male,2,own,little,little,1364,9,radio/TV,"4. The applicant is a 59-year-old male with a moderate income level, owning a home with little savings and a little checking account balance. He is seeking a loan of $1,364 for a term of 9 months to finance the purchase of a radio or TV.",Good risk
57,male,1,own,little,little,709,12,radio/TV,"5. The applicant is a 57-year-old male with a lower income level, owning a home with little savings and a little checking account balance. He is seeking a loan of $709 for a term of 12 months to finance the purchase of a radio or TV.",Good risk
33,male,2,rent,little,little,2235,20,car,"1. The applicant is a 33-year-old male who is currently renting a place. He has little savings and checking account balances. He is seeking a loan of $2,235 for a period of 20 months to purchase a car.",Bad risk
43,male,2,own,little,moderate,4042,24,car,"2. The applicant is a 43-year-old male homeowner with little savings but a moderate checking account balance. He is applying for a $4,042 loan over 24 months to finance a car purchase.",Bad risk
35,male,2,free,little,moderate,1471,15,radio/TV,"3. The applicant is a 35-year-old male living in a rent-free accommodation. He has little savings but a moderate checking account balance. He is seeking a $1,471 loan for 15 months to purchase a radio or TV.",Bad risk
32,male,1,free,little,little,1442,18,car,"4. The applicant is a 32-year-old male living in a rent-free accommodation and holding an entry-level job. He has little savings and checking account balances. He is applying for a $1,442 loan over 18 months to purchase a car.",Bad risk
45,male,2,own,little,moderate,10875,36,car,"5. The applicant is a 45-year-old male homeowner with little savings but a moderate checking account balance. He is seeking a substantial loan of $10,875 for a period of 36 months to finance a car purchase.",Good risk
33,male,2,own,moderate,moderate,1474,24,car,"1. This credit application is from a 33-year-old male with a moderate level of savings and checking accounts. He is employed at job level 2 and owns his housing. The requested credit amount is $1,474 for a car loan with a duration of 24 months.",Good risk
40,female,2,own,moderate,moderate,894,10,education,2. The applicant is a 40-year-old female with moderate savings and checking accounts. She is employed at job level 2 and owns her housing. The requested credit amount is $894 for an education loan with a duration of 10 months.,Good risk
28,male,2,free,little,moderate,3343,15,furniture/equipment,"3. This is an application from a 28-year-old male who is employed at job level 2 and has free housing. He has little savings but a moderate checking account balance. The requested credit amount is $3,343 for furniture/equipment financing with a loan duration of 15 months.",Bad risk
29,female,2,own,little,little,3959,15,car,"4. The applicant is a 29-year-old female with little savings and a little checking account balance. She is employed at job level 2 and owns her housing. The requested credit amount is $3,959 for a car loan with a duration of 15 months.",Bad risk
26,male,2,rent,moderate,moderate,3577,9,car,"5. This is an application from a 26-year-old male who is employed at job level 2 and rents his housing. He has moderate savings and checking account balances. The requested credit amount is $3,577 for a car loan with a duration of 9 months.",Bad risk
27,male,2,own,rich,moderate,5804,24,car,"1. This 27-year-old male applicant with a mid-level job and his own housing has a rich savings account and moderate checking account balance. He is seeking a loan of $5,804 for a car purchase, with a 24-month repayment period. His financial profile appears stable, and the loan purpose is reasonable.",Good risk
28,male,2,own,little,moderate,2169,18,business,"2. The applicant is a 28-year-old male with a mid-level job and his own housing. While his savings account balance is low, he maintains a moderate checking account balance. He is requesting a $2,169 loan for business purposes, with an 18-month repayment period. His financial situation may warrant further evaluation, but the loan amount and duration seem manageable.",Bad risk
35,female,2,own,little,little,2439,24,radio/TV,"3. This 35-year-old female applicant with a mid-level job and her own housing has limited savings and checking account balances. She is seeking a $2,439 loan for a radio/TV purchase, with a 24-month repayment period. While the loan purpose may be considered discretionary, her employment status and housing situation could support her creditworthiness.",Bad risk
32,male,1,own,rich,moderate,4526,27,furniture/equipment,"4. The applicant is a 32-year-old male with an entry-level job but owns his own housing. He has a rich savings account and moderate checking account balance. He is requesting a $4,526 loan for furniture/equipment purchases, with a 27-month repayment period. His financial profile appears stable, and the loan purpose is reasonable for his circumstances.",Good risk
25,male,1,rent,little,moderate,2210,10,furniture/equipment,"5. This 25-year-old male applicant with an entry-level job is a renter with limited savings but a moderate checking account balance. He is seeking a $2,210 loan for furniture/equipment purchases, with a 10-month repayment period. While his employment and housing status may warrant consideration, the loan amount and duration seem manageable for his financial situation.",Bad risk
20,female,2,rent,quite rich,moderate,2221,15,furniture/equipment,"1. This is a 20-year-old female applicant with a job level of 2, currently renting accommodation. She has a quite rich savings account and a moderate checking account balance. She is seeking a credit amount of 2221 for furniture/equipment, with a loan duration of 15 months.",Good risk
27,female,2,own,little,little,2389,18,radio/TV,"2. This is a 27-year-old female applicant with a job level of 2, who owns her accommodation. She has little savings and a little checking account balance. She is seeking a credit amount of 2389 for a radio/TV, with a loan duration of 18 months.",Bad risk
42,male,2,own,little,moderate,3331,12,furniture/equipment,"3. This is a 42-year-old male applicant with a job level of 2, who owns his accommodation. He has little savings and a moderate checking account balance. He is seeking a credit amount of 3331 for furniture/equipment, with a loan duration of 12 months.",Bad risk
37,male,2,own,little,moderate,7409,36,business,"4. This is a 37-year-old male applicant with a job level of 2, who owns his accommodation. He has little savings and a moderate checking account balance. He is seeking a credit amount of 7409 for business purposes, with a loan duration of 36 months.",Good risk
24,female,2,rent,little,little,652,12,furniture/equipment,"5. This is a 24-year-old female applicant with a job level of 2, currently renting accommodation. She has little savings and a little checking account balance. She is seeking a credit amount of 652 for furniture/equipment, with a loan duration of 12 months.",Bad risk
40,female,2,own,quite rich,moderate,7678,36,furniture/equipment,"1. This 40-year-old female applicant with a moderate job level, who owns her home and has quite rich savings and moderate checking accounts, is seeking a loan of $7,678 for furniture/equipment over a 36-month period. Her financial situation appears stable, and the loan purpose is reasonable.",Good risk
46,male,2,own,little,rich,1343,6,car,"2. This 46-year-old male applicant with a moderate job level, who owns his home and has rich checking but little savings accounts, is seeking a relatively small loan of $1,343 for a car purchase over a 6-month period. His income and checking account balance suggest the ability to repay the loan within the short duration.",Good risk
26,male,2,own,moderate,little,1382,24,business,"3. This 26-year-old male applicant with a moderate job level, who owns his home and has moderate savings and little checking accounts, is seeking a loan of $1,382 for business purposes over a 24-month period. While his age and account balances are modest, the loan amount and duration appear manageable for potential business growth.",Bad risk
24,female,2,own,little,moderate,874,15,domestic appliances,"4. This 24-year-old female applicant with a moderate job level, who owns her home and has little savings but moderate checking accounts, is seeking a relatively small loan of $874 for domestic appliances over a 15-month period. Her age and account balances suggest a potentially tight financial situation, but the loan amount and duration may be manageable for essential purchases.",Bad risk
29,male,1,own,little,little,3590,12,furniture/equipment,"5. This 29-year-old male applicant with a lower job level, who owns his home and has little savings and checking accounts, is seeking a loan of $3,590 for furniture/equipment over a 12-month period. While his income and account balances are limited, the loan amount and duration may be reasonable for essential purchases, though close monitoring of repayment ability would be advisable.",Bad risk
40,female,2,own,rich,moderate,1322,11,car,"1. The applicant is a 40-year-old female with a stable job and housing situation. She has a rich savings account and a moderate checking account balance. She is seeking a loan of $1,322 for 11 months to purchase a car.",Good risk
36,male,3,free,little,little,1940,18,radio/TV,"2. The applicant is a 36-year-old male with a higher job level and free housing. However, he has little savings and a small checking account balance. He is requesting a loan of $1,940 for 18 months to purchase a radio or TV.",Bad risk
28,male,2,own,little,moderate,3595,36,radio/TV,"3. The applicant is a 28-year-old male with a moderate job level and owns his housing. He has little savings but a moderate checking account balance. He is seeking a larger loan of $3,595 for 36 months to purchase a radio or TV.",Bad risk
27,male,3,free,little,little,1422,9,car,"4. The applicant is a 27-year-old male with a higher job level but free housing. He has little savings and a small checking account balance. He is requesting a loan of $1,422 for 9 months to purchase a car.",Bad risk
36,male,2,own,little,moderate,6742,30,radio/TV,"5. The applicant is a 36-year-old male with a moderate job level and owns his housing. He has little savings but a moderate checking account balance. He is seeking a substantial loan of $6,742 for 30 months to purchase a radio or TV.",Bad risk
38,male,3,own,little,moderate,7814,24,car,"1. The applicant is a 38-year-old male with a moderate job level. He owns a home and has little savings but a moderate checking account balance. He is seeking a loan of $7,814 for a car over a 24-month period.",Good risk
48,male,2,free,little,moderate,9277,24,car,"2. The applicant is a 48-year-old male with a modest job level. He has free housing and little savings but a moderate checking account balance. He is seeking a loan of $9,277 for a car over a 24-month period.",Good risk
36,male,2,own,little,moderate,2181,30,car,"3. The applicant is a 36-year-old male with a modest job level. He owns a home and has little savings but a moderate checking account balance. He is seeking a loan of $2,181 for a car over a 30-month period.",Bad risk
65,female,0,own,little,moderate,1098,18,radio/TV,"4. The applicant is a 65-year-old female who is retired. She owns a home and has little savings but a moderate checking account balance. She is seeking a loan of $1,098 for a radio/TV over an 18-month period.",Bad risk
43,male,2,own,little,moderate,4057,24,furniture/equipment,"5. The applicant is a 43-year-old male with a modest job level. He owns a home and has little savings but a moderate checking account balance. He is seeking a loan of $4,057 for furniture or equipment over a 24-month period.",Bad risk
53,female,2,own,little,little,795,12,education,"1. The credit applicant is a 53-year-old female seeking a modest loan of $795 for educational purposes, with a 12-month repayment period. She has limited funds in her savings and checking accounts, and her job level is relatively low, indicating potential challenges in repaying the loan.",Bad risk
34,male,2,own,little,moderate,2825,24,business,"2. The credit applicant is a 34-year-old male seeking a loan of $2,825 for business purposes, with a 24-month repayment period. He has a moderate checking account balance, owns his home, and has a moderate job level, suggesting a stable financial situation for repaying the loan.",Good risk
23,male,2,own,little,moderate,15672,48,business,"3. The credit applicant is a 23-year-old male seeking a substantial loan of $15,672 for business purposes, with a 48-month repayment period. Despite his young age and limited savings, he owns his home, has a moderate checking account balance, and a moderate job level, indicating potential for repaying the loan over the extended term.",Good risk
34,male,3,own,little,moderate,6614,36,car,"4. The credit applicant is a 34-year-old male seeking a loan of $6,614 for a car purchase, with a 36-month repayment period. He has a higher job level, owns his home, and has a moderate checking account balance, suggesting a stable financial situation for repaying the loan.",Good risk
40,male,2,rent,little,moderate,7824,28,car,"5. The credit applicant is a 40-year-old male seeking a loan of $7,824 for a car purchase, with a 28-month repayment period. While he has a moderate checking account balance and job level, he rents his housing, which may indicate a less stable financial situation for repaying the loan.",Good risk
43,male,3,own,little,little,2442,27,business,"1. The applicant is a 43-year-old male with a job level of 3, indicating a stable employment situation. He owns a home but has little savings and checking account balances. The requested credit amount of $2,442 for a 27-month loan duration is for business purposes, suggesting a potential investment or expansion opportunity.",Good risk
46,male,2,own,little,moderate,1829,15,radio/TV,"2. This is a 46-year-old male applicant with a job level of 2, indicating a moderate employment status. He owns a home, has little savings but moderate checking account balances. The requested credit amount of $1,829 for a 15-month loan duration is for the purpose of purchasing a radio/TV, suggesting a personal expense.",Bad risk
38,male,1,own,little,little,2171,12,car,"3. The applicant is a 38-year-old male with a job level of 1, indicating an entry-level or lower employment status. He owns a home but has little savings and checking account balances. The requested credit amount of $2,171 for a 12-month loan duration is for the purpose of purchasing a car, suggesting a necessary transportation expense.",Bad risk
34,male,2,own,little,moderate,5800,36,car,"4. This is a 34-year-old male applicant with a job level of 2, indicating a moderate employment status. He owns a home, has little savings but moderate checking account balances. The requested credit amount of $5,800 for a 36-month loan duration is for the purpose of purchasing a car, suggesting a significant transportation expense or potentially a higher-end vehicle.",Good risk
29,male,2,own,little,moderate,1169,18,radio/TV,"5. The applicant is a 29-year-old male with a job level of 2, indicating a moderate employment status. He owns a home, has little savings but moderate checking account balances. The requested credit amount of $1,169 for an 18-month loan duration is for the purpose of purchasing a radio/TV, suggesting a personal expense.",Bad risk
31,male,3,own,little,moderate,8947,36,car,"1. This credit application is from a 31-year-old male with a moderate job level, who owns a home. He has little savings but a moderate checking account balance. He is seeking a loan of $8,947 over 36 months to purchase a car.",Good risk
28,female,3,rent,little,little,2606,21,radio/TV,"2. This credit application is from a 28-year-old female with a moderate job level, who rents her housing. She has little savings and a little checking account balance. She is seeking a loan of $2,606 over 21 months to purchase a radio or TV.",Bad risk
35,female,2,own,rich,moderate,1592,12,furniture/equipment,"3. This credit application is from a 35-year-old female with a lower job level, who owns a home. She has a rich savings account and a moderate checking account balance. She is seeking a loan of $1,592 over 12 months to purchase furniture or equipment.",Good risk
33,female,1,rent,little,moderate,2186,15,furniture/equipment,"4. This credit application is from a 33-year-old female with a low job level, who rents her housing. She has little savings but a moderate checking account balance. She is seeking a loan of $2,186 over 15 months to purchase furniture or equipment.",Bad risk
42,male,2,own,little,little,4153,18,furniture/equipment,"5. This credit application is from a 42-year-old male with a lower job level, who owns a home. He has little savings and a little checking account balance. He is seeking a loan of $4,153 over 18 months to purchase furniture or equipment.",Bad risk
43,male,2,rent,little,little,2625,16,car,"1. The applicant is a 43-year-old male with a job level of 2, renting a home. He has little savings and a little in his checking account. He is seeking a credit amount of $2,625 for a car loan with a duration of 16 months.",Good risk
44,male,2,own,little,moderate,3485,20,car,"2. The applicant is a 44-year-old male with a job level of 2, owning a home. He has little savings but a moderate amount in his checking account. He is seeking a credit amount of $3,485 for a car loan with a duration of 20 months.",Good risk
42,male,2,free,little,moderate,10477,36,car,"3. The applicant is a 42-year-old male with a job level of 2, living in free housing. He has little savings but a moderate amount in his checking account. He is seeking a substantial credit amount of $10,477 for a car loan with a duration of 36 months.",Bad risk
40,male,2,rent,little,moderate,1386,15,radio/TV,"4. The applicant is a 40-year-old male with a job level of 2, renting a home. He has little savings but a moderate amount in his checking account. He is seeking a credit amount of $1,386 for a radio/TV purchase with a loan duration of 15 months.",Good risk
36,male,3,own,little,moderate,1278,24,radio/TV,"5. The applicant is a 36-year-old male with a job level of 3, owning a home. He has little savings but a moderate amount in his checking account. He is seeking a credit amount of $1,278 for a radio/TV purchase with a loan duration of 24 months.",Good risk
20,male,3,rent,little,little,1107,12,radio/TV,"1. The applicant is a 20-year-old male with a job level of 3, renting a home. He has little savings and checking account balances. He is seeking a credit amount of 1107 for a loan duration of 12 months to purchase a radio/TV.",Good risk
24,male,1,own,little,little,3763,21,car,"2. The applicant is a 24-year-old male with a job level of 1, owning a home. He has little savings and checking account balances. He is seeking a credit amount of 3763 for a loan duration of 21 months to purchase a car.",Bad risk
27,male,2,own,little,moderate,3711,36,education,"3. The applicant is a 27-year-old male with a job level of 2, owning a home. He has little savings and moderate checking account balances. He is seeking a credit amount of 3711 for a loan duration of 36 months for educational purposes.",Good risk
46,female,1,own,little,moderate,3594,15,car,"4. The applicant is a 46-year-old female with a job level of 1, owning a home. She has little savings and moderate checking account balances. She is seeking a credit amount of 3594 for a loan duration of 15 months to purchase a car.",Bad risk
33,female,1,own,little,moderate,3195,9,car,"5. The applicant is a 33-year-old female with a job level of 1, owning a home. She has little savings and moderate checking account balances. She is seeking a credit amount of 3195 for a loan duration of 9 months to purchase a car.",Bad risk
34,female,2,own,little,moderate,4454,36,radio/TV,"1. The applicant is a 34-year-old female with a job level of 2, owning a house. She has little savings but a moderate checking account balance. She is seeking a credit amount of 4454 for a loan duration of 36 months to purchase radio/TV equipment.",Bad risk
25,female,1,own,little,moderate,4736,24,furniture/equipment,"2. The applicant is a 25-year-old female with a job level of 1, owning a house. She has little savings but a moderate checking account balance. She is seeking a credit amount of 4736 for a loan duration of 24 months to purchase furniture/equipment.",Bad risk
25,female,2,own,little,moderate,2991,30,radio/TV,"3. The applicant is a 25-year-old female with a job level of 2, owning a house. She has little savings but a moderate checking account balance. She is seeking a credit amount of 2991 for a loan duration of 30 months to purchase radio/TV equipment.",Good risk
28,male,2,own,rich,moderate,2142,11,business,"4. The applicant is a 28-year-old male with a job level of 2, owning a house. He has rich savings and a moderate checking account balance. He is seeking a credit amount of 2142 for a loan duration of 11 months for business purposes.",Good risk
31,male,2,rent,little,little,3161,24,business,"5. The applicant is a 31-year-old male with a job level of 2, renting a house. He has little savings and a little checking account balance. He is seeking a credit amount of 3161 for a loan duration of 24 months for business purposes.",Good risk
32,female,3,own,little,moderate,18424,48,vacation/others,"1. The applicant is a 32-year-old female with a job level of 3, who owns her housing. She has little savings and a moderate checking account balance. She is seeking a credit amount of $18,424 for a loan duration of 48 months, primarily for vacation or other purposes.",Bad risk
32,male,2,own,moderate,moderate,2848,10,car,"2. The applicant is a 32-year-old male with a job level of 2, who owns his housing. He has moderate savings and a moderate checking account balance. He is seeking a credit amount of $2,848 for a loan duration of 10 months, primarily for the purpose of purchasing a car.",Good risk
68,male,3,own,little,little,14896,6,car,"3. The applicant is a 68-year-old male with a job level of 3, who owns his housing. He has little savings and a little checking account balance. He is seeking a credit amount of $14,896 for a loan duration of 6 months, primarily for the purpose of purchasing a car.",Bad risk
33,male,2,own,moderate,little,2359,24,furniture/equipment,"4. The applicant is a 33-year-old male with a job level of 2, who owns his housing. He has moderate savings and a little checking account balance. He is seeking a credit amount of $2,359 for a loan duration of 24 months, primarily for the purpose of purchasing furniture or equipment.",Good risk
39,male,3,rent,little,little,3345,24,furniture/equipment,"5. The applicant is a 39-year-old male with a job level of 3, who rents his housing. He has little savings and a little checking account balance. He is seeking a credit amount of $3,345 for a loan duration of 24 months, primarily for the purpose of purchasing furniture or equipment.",Good risk
28,female,2,own,little,moderate,1817,18,furniture/equipment,"1. The applicant is a 28-year-old female with a job level of 2, owning a home. She has little savings and a moderate checking account balance. She is seeking a loan of $1,817 for furniture/equipment with a repayment period of 18 months.",Good risk
37,male,3,own,quite rich,moderate,12749,48,radio/TV,"2. The applicant is a 37-year-old male with a job level of 3, owning a home. He has quite a substantial savings account and a moderate checking account balance. He is seeking a loan of $12,749 for a radio/TV with a repayment period of 48 months.",Bad risk
